return_number,return_date,status,progress,sales_order_number,channel,customer_number,payment_method,product_number,product_name,variant_size,variant_color,quantity_returned,return_reason,return_reason_category,refund_amount,return_type
RT-2026-5059,2026-07-07,freigegeben,eingegangen,AB-2026-13340,Eigener Shop,K-16213,Kreditkarte,JOG-CL-S-OLI,Jogger Classic,S,Oliv,1,Zu spaet geliefert,Gutschrift,64.9,kundenretoure
RT-2026-5060,2026-06-14,freigegeben,eingegangen,AB-2026-13344,Eigener Shop,K-14885,Rechnungskauf,HOOD-CL-S-OLI,Hoodie Classic,S,Oliv,1,Nicht mehr benoetigt,Gutschrift,69.9,kundenretoure
RT-2026-5061,2026-06-07,freigegeben,eingegangen,AB-2026-13346,Eigener Shop,K-10783,Vorkasse,TEE-BAS-S-OLI,T-Shirt Basic,S,Oliv,1,Zu klein,Gutschrift,29.9,kundenretoure
RT-2026-5062,2026-02-09,freigegeben,eingegangen,AB-2026-13347,Amazon,K-16598,PayPal,TEE-BAS-XL-WEI,T-Shirt Basic,XL,Weiss,1,Gefaellt nicht,Gutschrift,29.9,kundenretoure
RT-2026-5063,2026-05-02,freigegeben,eingegangen,AB-2026-13348,Amazon,K-11014,PayPal,KLEID-PR-M-SCH,Sommerkleid Print,M,Schwarz,1,Farbe weicht ab,Gutschrift,79.9,kundenretoure
RT-2026-5064,2026-04-29,freigegeben,eingegangen,AB-2026-13349,Amazon,K-11923,Rechnungskauf,SOCK-3P-S-OLI,Sneaker Socken 3er-Pack,S,Oliv,1,Mangelhafte Qualitaet,Gutschrift,19.9,kundenretoure
RT-2026-5065,2026-05-14,freigegeben,eingegangen,AB-2026-13353,Eigener Shop,K-12901,Vorkasse,HOOD-CL-XS-SCH,Hoodie Classic,XS,Schwarz,1,Zu klein,Gutschrift,69.9,kundenretoure
RT-2026-5066,2026-06-28,freigegeben,eingegangen,AB-2026-13356,Eigener Shop,K-14012,Kreditkarte,JOG-CL-XS-OLI,Jogger Classic,XS,Oliv,1,Falscher Artikel,Ersatzlieferung,64.9,kundenretoure
RT-2026-5067,2026-05-14,freigegeben,eingegangen,AB-2026-13362,Amazon,K-19457,Rechnungskauf,SOCK-3P-S-OLI,Sneaker Socken 3er-Pack,S,Oliv,1,Nicht mehr benoetigt,Gutschrift,19.9,kundenretoure
RT-2026-5068,2026-04-15,freigegeben,eingegangen,AB-2026-13367,Eigener Shop,K-17422,Kreditkarte,HOOD-CL-XL-SCH,Hoodie Classic,XL,Schwarz,1,Zu klein,Gutschrift,69.9,kundenretoure
RT-2026-5069,2026-07-11,freigegeben,eingegangen,AB-2026-13370,Zalando,K-14636,PayPal,KLEID-PR-M-OLI,Sommerkleid Print,M,Oliv,1,Farbe weicht ab,Gutschrift,79.9,kundenretoure
RT-2026-5070,2026-02-25,freigegeben,eingegangen,AB-2026-13380,Amazon,K-13343,PayPal,TEE-OVS-M-SCH,T-Shirt Oversized,M,Schwarz,1,Gefaellt nicht,Gutschrift,34.9,kundenretoure
RT-2026-5071,2026-02-25,freigegeben,eingegangen,AB-2026-13384,Amazon,K-16888,Vorkasse,TEE-BAS-XL-WEI,T-Shirt Basic,XL,Weiss,1,Nicht mehr benoetigt,Gutschrift,29.9,kundenretoure
RT-2026-5072,2026-04-06,freigegeben,eingegangen,AB-2026-13389,Eigener Shop,K-17814,Rechnungskauf,JOG-CL-M-WEI,Jogger Classic,M,Weiss,1,,Sonstiges,64.9,nicht_abgeholt
RT-2026-5073,2026-03-21,freigegeben,eingegangen,AB-2026-13395,Amazon,K-18833,Rechnungskauf,TEE-BAS-XL-WEI,T-Shirt Basic,XL,Weiss,1,,Sonstiges,29.9,nicht_abgeholt
RT-2026-5074,2026-03-06,freigegeben,eingegangen,AB-2026-13396,Amazon,K-10934,PayPal,HOOD-CL-XS-SCH,Hoodie Classic,XS,Schwarz,1,Zu klein,Gutschrift,69.9,kundenretoure
RT-2026-5075,2026-07-20,freigegeben,eingegangen,AB-2026-13400,Eigener Shop,K-10442,PayPal,JOG-CL-XL-SCH,Jogger Classic,XL,Schwarz,1,Nicht mehr benoetigt,Gutschrift,64.9,kundenretoure
RT-2026-5076,2026-07-24,freigegeben,eingegangen,AB-2026-13400,Eigener Shop,K-10442,PayPal,JOG-CL-L-NAV,Jogger Classic,L,Navy,1,Gefaellt nicht,Gutschrift,64.9,kundenretoure
RT-2026-5077,2026-05-31,freigegeben,eingegangen,AB-2026-13403,Amazon,K-15076,Kreditkarte,HOOD-CL-L-NAV,Hoodie Classic,L,Navy,1,Nicht mehr benoetigt,Gutschrift,69.9,kundenretoure
RT-2026-5078,2026-02-22,freigegeben,eingegangen,AB-2026-13408,Eigener Shop,K-15993,Kreditkarte,JOG-CL-XS-NAV,Jogger Classic,XS,Navy,1,Zu gross,Gutschrift,64.9,kundenretoure
RT-2026-5079,2026-02-24,freigegeben,eingegangen,AB-2026-13408,Eigener Shop,K-15993,Kreditkarte,JOG-CL-S-NAV,Jogger Classic,S,Navy,1,Zu gross,Gutschrift,64.9,kundenretoure
RT-2026-5080,2026-04-28,freigegeben,eingegangen,AB-2026-13409,Eigener Shop,K-13568,PayPal,KLEID-PR-XS-SCH,Sommerkleid Print,XS,Schwarz,1,Farbe weicht ab,Gutschrift,79.9,kundenretoure
RT-2026-5081,2026-05-06,freigegeben,eingegangen,AB-2026-13410,Eigener Shop,K-14396,Rechnungskauf,KLEID-PR-XS-SCH,Sommerkleid Print,XS,Schwarz,1,Gefaellt nicht,Gutschrift,79.9,kundenretoure
RT-2026-5082,2026-04-05,freigegeben,eingegangen,AB-2026-13417,Amazon,K-16107,Kreditkarte,KLEID-PR-S-NAV,Sommerkleid Print,S,Navy,1,Entspricht nicht dem Foto,Gutschrift,79.9,kundenretoure
RT-2026-5083,2026-03-13,freigegeben,eingegangen,AB-2026-13418,Amazon,K-10429,Kreditkarte,TEE-OVS-XL-OLI,T-Shirt Oversized,XL,Oliv,1,Zu spaet geliefert,Gutschrift,34.9,kundenretoure
RT-2026-5084,2026-06-08,freigegeben,eingegangen,AB-2026-13419,Amazon,K-17659,Kreditkarte,KLEID-PR-L-WEI,Sommerkleid Print,L,Weiss,1,Gefaellt nicht,Gutschrift,79.9,kundenretoure
RT-2026-5085,2026-01-31,freigegeben,eingegangen,AB-2026-13422,Eigener Shop,K-14369,Kreditkarte,CAP-LG-S-NAV,Cap Logo,S,Navy,1,Falscher Artikel,Ersatzlieferung,24.9,kundenretoure
RT-2026-5086,2026-03-31,freigegeben,eingegangen,AB-2026-13423,Eigener Shop,K-14260,Rechnungskauf,HOOD-ZP-M-WEI,Zip-Hoodie Heavy,M,Weiss,1,Zu klein,Gutschrift,89.9,kundenretoure
RT-2026-5087,2026-07-29,freigegeben,eingegangen,AB-2026-13430,Eigener Shop,K-19323,PayPal,HOOD-CL-XL-WEI,Hoodie Classic,XL,Weiss,1,Mangelhafte Qualitaet,Gutschrift,69.9,kundenretoure
RT-2026-5088,2026-03-27,freigegeben,eingegangen,AB-2026-13438,Eigener Shop,K-12606,Rechnungskauf,TEE-BAS-L-WEI,T-Shirt Basic,L,Weiss,1,,Sonstiges,29.9,nicht_abgeholt
RT-2026-5088,2026-03-27,freigegeben,eingegangen,AB-2026-13438,Eigener Shop,K-12606,Rechnungskauf,HOOD-CL-L-NAV,Hoodie Classic,L,Navy,1,,Sonstiges,69.9,nicht_abgeholt
RT-2026-5089,2026-01-16,freigegeben,eingegangen,AB-2026-13447,Zalando,K-18653,Vorkasse,HOOD-ZP-XS-OLI,Zip-Hoodie Heavy,XS,Oliv,1,Zu gross,Gutschrift,89.9,kundenretoure
RT-2026-5090,2026-02-17,freigegeben,eingegangen,AB-2026-13447,Zalando,K-18653,Vorkasse,HOOD-CL-XS-NAV,Hoodie Classic,XS,Navy,1,Zu klein,Gutschrift,69.9,kundenretoure
RT-2026-5091,2026-02-08,freigegeben,eingegangen,AB-2026-13450,Amazon,K-13793,Kreditkarte,JOG-CL-XS-WEI,Jogger Classic,XS,Weiss,1,Gefaellt nicht,Gutschrift,64.9,kundenretoure
RT-2026-5092,2026-06-27,freigegeben,eingegangen,AB-2026-13459,Amazon,K-13391,Rechnungskauf,HOOD-CL-M-OLI,Hoodie Classic,M,Oliv,1,,Sonstiges,69.9,nicht_abgeholt
RT-2026-5092,2026-06-27,freigegeben,eingegangen,AB-2026-13459,Amazon,K-13391,Rechnungskauf,CAP-LG-XL-OLI,Cap Logo,XL,Oliv,1,,Sonstiges,24.9,nicht_abgeholt
RT-2026-5092,2026-06-27,freigegeben,eingegangen,AB-2026-13459,Amazon,K-13391,Rechnungskauf,TEE-OVS-S-SCH,T-Shirt Oversized,S,Schwarz,1,,Sonstiges,34.9,nicht_abgeholt
RT-2026-5093,2026-06-23,freigegeben,eingegangen,AB-2026-13460,Eigener Shop,K-11934,Rechnungskauf,JOG-CL-XS-NAV,Jogger Classic,XS,Navy,1,Zu gross,Gutschrift,64.9,kundenretoure
RT-2026-5094,2026-06-24,freigegeben,eingegangen,AB-2026-13464,Eigener Shop,K-17831,PayPal,KLEID-PR-XL-SCH,Sommerkleid Print,XL,Schwarz,1,Entspricht nicht dem Foto,Gutschrift,79.9,kundenretoure
RT-2026-5095,2026-04-20,freigegeben,eingegangen,AB-2026-13465,Eigener Shop,K-17360,Rechnungskauf,HOOD-ZP-S-WEI,Zip-Hoodie Heavy,S,Weiss,1,Falscher Artikel,Ersatzlieferung,89.9,kundenretoure
RT-2026-5096,2026-04-23,freigegeben,eingegangen,AB-2026-13468,Amazon,K-16792,Kreditkarte,TEE-BAS-XL-NAV,T-Shirt Basic,XL,Navy,1,Gefaellt nicht,Gutschrift,29.9,kundenretoure
RT-2026-5097,2026-04-11,freigegeben,eingegangen,AB-2026-13472,Eigener Shop,K-17491,Rechnungskauf,HOOD-ZP-XL-NAV,Zip-Hoodie Heavy,XL,Navy,1,Zu klein,Gutschrift,89.9,kundenretoure
RT-2026-5098,2026-02-05,freigegeben,eingegangen,AB-2026-13473,Amazon,K-14544,Rechnungskauf,TEE-BAS-S-NAV,T-Shirt Basic,S,Navy,1,Gefaellt nicht,Gutschrift,29.9,kundenretoure
RT-2026-5099,2026-05-12,freigegeben,eingegangen,AB-2026-13474,Amazon,K-15210,Vorkasse,KLEID-PR-XS-OLI,Sommerkleid Print,XS,Oliv,1,Zu spaet geliefert,Gutschrift,79.9,kundenretoure
RT-2026-5100,2026-03-30,freigegeben,eingegangen,AB-2026-13476,Eigener Shop,K-17963,Kreditkarte,HOOD-CL-L-SCH,Hoodie Classic,L,Schwarz,1,Zu klein,Gutschrift,69.9,kundenretoure
RT-2026-5101,2026-06-12,freigegeben,eingegangen,AB-2026-13479,Eigener Shop,K-13858,Kreditkarte,KLEID-PR-S-WEI,Sommerkleid Print,S,Weiss,1,Nicht mehr benoetigt,Gutschrift,79.9,kundenretoure
RT-2026-5102,2026-04-20,freigegeben,eingegangen,AB-2026-13485,Eigener Shop,K-14569,PayPal,SOCK-3P-XL-NAV,Sneaker Socken 3er-Pack,XL,Navy,1,Mangelhafte Qualitaet,Gutschrift,19.9,kundenretoure
RT-2026-5103,2026-06-04,freigegeben,eingegangen,AB-2026-13492,Eigener Shop,K-11976,Kreditkarte,HOOD-CL-S-NAV,Hoodie Classic,S,Navy,1,Zu klein,Gutschrift,69.9,kundenretoure
RT-2026-5104,2026-04-25,freigegeben,eingegangen,AB-2026-13500,Amazon,K-14040,PayPal,JOG-CL-L-WEI,Jogger Classic,L,Weiss,1,Zu klein,Gutschrift,64.9,kundenretoure
RT-2026-5105,2026-04-21,freigegeben,eingegangen,AB-2026-13507,Eigener Shop,K-13221,Rechnungskauf,HOOD-ZP-XS-NAV,Zip-Hoodie Heavy,XS,Navy,1,Nicht mehr benoetigt,Gutschrift,89.9,kundenretoure
RT-2026-5106,2026-02-22,freigegeben,eingegangen,AB-2026-13509,Eigener Shop,K-15932,Rechnungskauf,CAP-LG-L-WEI,Cap Logo,L,Weiss,1,,Sonstiges,24.9,nicht_abgeholt
RT-2026-5106,2026-02-22,freigegeben,eingegangen,AB-2026-13509,Eigener Shop,K-15932,Rechnungskauf,TEE-OVS-S-SCH,T-Shirt Oversized,S,Schwarz,1,,Sonstiges,34.9,nicht_abgeholt
RT-2026-5107,2026-05-20,freigegeben,eingegangen,AB-2026-13512,Eigener Shop,K-12577,Vorkasse,SOCK-3P-XS-SCH,Sneaker Socken 3er-Pack,XS,Schwarz,1,Gefaellt nicht,Gutschrift,19.9,kundenretoure
RT-2026-5108,2026-03-01,freigegeben,eingegangen,AB-2026-13513,Eigener Shop,K-13906,Kreditkarte,HOOD-CL-M-OLI,Hoodie Classic,M,Oliv,1,Zu klein,Gutschrift,69.9,kundenretoure
RT-2026-5109,2026-05-13,freigegeben,eingegangen,AB-2026-13517,Eigener Shop,K-16380,Rechnungskauf,JOG-CL-M-NAV,Jogger Classic,M,Navy,1,Nicht mehr benoetigt,Gutschrift,64.9,kundenretoure
RT-2026-5110,2026-07-09,freigegeben,eingegangen,AB-2026-13529,Amazon,K-14749,PayPal,HOOD-CL-S-OLI,Hoodie Classic,S,Oliv,1,Zu klein,Gutschrift,69.9,kundenretoure
RT-2026-5111,2026-03-29,freigegeben,eingegangen,AB-2026-13535,Eigener Shop,K-12428,Kreditkarte,KLEID-PR-XL-SCH,Sommerkleid Print,XL,Schwarz,1,Farbe weicht ab,Gutschrift,79.9,kundenretoure
RT-2026-5112,2026-03-28,freigegeben,eingegangen,AB-2026-13545,Amazon,K-14780,Rechnungskauf,KLEID-PR-XS-SCH,Sommerkleid Print,XS,Schwarz,1,Farbe weicht ab,Gutschrift,79.9,kundenretoure
RT-2026-5113,2026-03-21,freigegeben,eingegangen,AB-2026-13546,Amazon,K-12681,Rechnungskauf,HOOD-CL-XL-NAV,Hoodie Classic,XL,Navy,1,Nicht mehr benoetigt,Gutschrift,69.9,kundenretoure
RT-2026-5114,2026-07-07,freigegeben,eingegangen,AB-2026-13555,Eigener Shop,K-19899,Rechnungskauf,TEE-OVS-L-WEI,T-Shirt Oversized,L,Weiss,1,Zu klein,Gutschrift,34.9,kundenretoure
RT-2026-5115,2026-07-21,freigegeben,eingegangen,AB-2026-13562,Zalando,K-17865,Kreditkarte,HOOD-CL-XL-WEI,Hoodie Classic,XL,Weiss,1,Zu gross,Gutschrift,69.9,kundenretoure
RT-2026-5116,2026-03-30,freigegeben,eingegangen,AB-2026-13563,Zalando,K-13621,Vorkasse,JOG-CL-XL-WEI,Jogger Classic,XL,Weiss,1,Zu gross,Gutschrift,64.9,kundenretoure
RT-2026-5117,2026-05-11,freigegeben,eingegangen,AB-2026-13565,Amazon,K-19868,Rechnungskauf,TEE-OVS-XL-SCH,T-Shirt Oversized,XL,Schwarz,1,Beschaedigt angekommen,Ersatzlieferung,34.9,kundenretoure
RT-2026-5118,2026-08-01,freigegeben,eingegangen,AB-2026-13569,Eigener Shop,K-11535,Rechnungskauf,HOOD-CL-M-SCH,Hoodie Classic,M,Schwarz,1,Nicht mehr benoetigt,Gutschrift,69.9,kundenretoure
RT-2026-5119,2026-03-24,freigegeben,eingegangen,AB-2026-13571,Eigener Shop,K-16175,PayPal,JOG-CL-XS-WEI,Jogger Classic,XS,Weiss,1,Gefaellt nicht,Gutschrift,64.9,kundenretoure
RT-2026-5120,2026-07-10,freigegeben,eingegangen,AB-2026-13590,Eigener Shop,K-15844,PayPal,TEE-BAS-S-SCH,T-Shirt Basic,S,Schwarz,1,Beschaedigt angekommen,Ersatzlieferung,29.9,kundenretoure
RT-2026-5121,2026-01-11,freigegeben,eingegangen,AB-2026-13591,Amazon,K-17078,Kreditkarte,JOG-CL-L-NAV,Jogger Classic,L,Navy,1,Nicht mehr benoetigt,Gutschrift,64.9,kundenretoure
RT-2026-5122,2026-02-12,freigegeben,eingegangen,AB-2026-13592,Amazon,K-19264,Kreditkarte,KLEID-PR-S-OLI,Sommerkleid Print,S,Oliv,1,Gefaellt nicht,Gutschrift,79.9,kundenretoure
RT-2026-5123,2026-03-15,freigegeben,eingegangen,AB-2026-13592,Amazon,K-19264,Kreditkarte,KLEID-PR-XS-NAV,Sommerkleid Print,XS,Navy,1,Nicht mehr benoetigt,Gutschrift,79.9,kundenretoure
RT-2026-5124,2026-03-29,freigegeben,eingegangen,AB-2026-13601,Eigener Shop,K-19742,Rechnungskauf,TEE-BAS-S-NAV,T-Shirt Basic,S,Navy,1,Entspricht nicht dem Foto,Gutschrift,29.9,kundenretoure
RT-2026-5125,2026-03-07,freigegeben,eingegangen,AB-2026-13601,Eigener Shop,K-19742,Rechnungskauf,JOG-CL-M-WEI,Jogger Classic,M,Weiss,1,Nicht mehr benoetigt,Gutschrift,64.9,kundenretoure
RT-2026-5126,2026-05-14,freigegeben,eingegangen,AB-2026-13608,Amazon,K-18282,PayPal,JOG-CL-XS-NAV,Jogger Classic,XS,Navy,1,Gefaellt nicht,Gutschrift,64.9,kundenretoure
RT-2026-5127,2026-05-19,freigegeben,eingegangen,AB-2026-13614,Amazon,K-17319,Kreditkarte,HOOD-CL-M-SCH,Hoodie Classic,M,Schwarz,1,Gefaellt nicht,Gutschrift,69.9,kundenretoure
RT-2026-5128,2026-05-12,freigegeben,eingegangen,AB-2026-13614,Amazon,K-17319,Kreditkarte,HOOD-CL-S-SCH,Hoodie Classic,S,Schwarz,1,Zu klein,Gutschrift,69.9,kundenretoure
RT-2026-5129,2026-03-03,freigegeben,eingegangen,AB-2026-13618,Eigener Shop,K-14104,PayPal,TEE-BAS-L-SCH,T-Shirt Basic,L,Schwarz,1,Mangelhafte Qualitaet,Gutschrift,29.9,kundenretoure
RT-2026-5130,2026-02-19,freigegeben,eingegangen,AB-2026-13628,Eigener Shop,K-19397,Kreditkarte,TEE-BAS-M-NAV,T-Shirt Basic,M,Navy,1,Mangelhafte Qualitaet,Gutschrift,29.9,kundenretoure
RT-2026-5131,2026-05-10,freigegeben,eingegangen,AB-2026-13631,Amazon,K-16262,Rechnungskauf,HOOD-ZP-XS-NAV,Zip-Hoodie Heavy,XS,Navy,1,,Sonstiges,89.9,nicht_abgeholt
RT-2026-5132,2026-04-20,freigegeben,eingegangen,AB-2026-13632,Eigener Shop,K-17100,Vorkasse,KLEID-PR-M-WEI,Sommerkleid Print,M,Weiss,1,Entspricht nicht dem Foto,Gutschrift,79.9,kundenretoure
RT-2026-5133,2026-02-16,freigegeben,eingegangen,AB-2026-13633,Eigener Shop,K-16337,Kreditkarte,HOOD-CL-M-WEI,Hoodie Classic,M,Weiss,1,Zu klein,Gutschrift,69.9,kundenretoure
RT-2026-5134,2026-03-19,freigegeben,eingegangen,AB-2026-13634,Amazon,K-18309,Kreditkarte,TEE-OVS-S-OLI,T-Shirt Oversized,S,Oliv,1,Zu gross,Gutschrift,34.9,kundenretoure
RT-2026-5135,2026-05-24,freigegeben,eingegangen,AB-2026-13636,Amazon,K-17715,Vorkasse,JOG-CL-L-WEI,Jogger Classic,L,Weiss,1,Nicht mehr benoetigt,Gutschrift,64.9,kundenretoure
RT-2026-5136,2026-01-29,freigegeben,eingegangen,AB-2026-13638,Eigener Shop,K-10476,Rechnungskauf,TEE-OVS-XL-WEI,T-Shirt Oversized,XL,Weiss,1,Gefaellt nicht,Gutschrift,34.9,kundenretoure
RT-2026-5137,2026-01-28,freigegeben,eingegangen,AB-2026-13642,Eigener Shop,K-18722,Kreditkarte,HOOD-ZP-S-NAV,Zip-Hoodie Heavy,S,Navy,1,Mangelhafte Qualitaet,Gutschrift,89.9,kundenretoure
RT-2026-5138,2026-05-03,freigegeben,eingegangen,AB-2026-13644,Eigener Shop,K-11562,Rechnungskauf,JOG-CL-S-OLI,Jogger Classic,S,Oliv,1,Nicht mehr benoetigt,Gutschrift,64.9,kundenretoure
RT-2026-5139,2026-08-13,freigegeben,eingegangen,AB-2026-13647,Amazon,K-12063,PayPal,HOOD-CL-S-OLI,Hoodie Classic,S,Oliv,1,Beschaedigt angekommen,Ersatzlieferung,69.9,kundenretoure
RT-2026-5140,2026-01-12,freigegeben,eingegangen,AB-2026-13663,Eigener Shop,K-10442,Kreditkarte,HOOD-ZP-XS-WEI,Zip-Hoodie Heavy,XS,Weiss,1,Nicht mehr benoetigt,Gutschrift,89.9,kundenretoure
RT-2026-5141,2026-05-18,freigegeben,eingegangen,AB-2026-13665,Eigener Shop,K-16067,PayPal,CAP-LG-L-SCH,Cap Logo,L,Schwarz,1,Zu klein,Gutschrift,24.9,kundenretoure
RT-2026-5142,2026-05-25,freigegeben,eingegangen,AB-2026-13665,Eigener Shop,K-16067,PayPal,HOOD-CL-L-WEI,Hoodie Classic,L,Weiss,1,Zu klein,Gutschrift,69.9,kundenretoure
RT-2026-5143,2026-04-13,freigegeben,eingegangen,AB-2026-13668,Zalando,K-17872,Rechnungskauf,HOOD-CL-XS-NAV,Hoodie Classic,XS,Navy,1,Zu klein,Gutschrift,69.9,kundenretoure
RT-2026-5144,2026-06-12,freigegeben,eingegangen,AB-2026-13672,Eigener Shop,K-16249,PayPal,TEE-OVS-M-SCH,T-Shirt Oversized,M,Schwarz,1,Gefaellt nicht,Gutschrift,34.9,kundenretoure
RT-2026-5145,2026-06-10,freigegeben,eingegangen,AB-2026-13674,Eigener Shop,K-10615,PayPal,HOOD-ZP-XS-WEI,Zip-Hoodie Heavy,XS,Weiss,1,Nicht mehr benoetigt,Gutschrift,89.9,kundenretoure
RT-2026-5146,2026-05-26,freigegeben,eingegangen,AB-2026-13676,Eigener Shop,K-11170,PayPal,KLEID-PR-XL-OLI,Sommerkleid Print,XL,Oliv,1,Zu gross,Gutschrift,79.9,kundenretoure
RT-2026-5147,2026-02-26,freigegeben,eingegangen,AB-2026-13678,Amazon,K-13022,Rechnungskauf,JOG-CL-L-NAV,Jogger Classic,L,Navy,1,Zu gross,Gutschrift,64.9,kundenretoure
RT-2026-5148,2026-04-10,freigegeben,eingegangen,AB-2026-13679,Amazon,K-14446,Kreditkarte,JOG-CL-XL-OLI,Jogger Classic,XL,Oliv,1,Entspricht nicht dem Foto,Gutschrift,64.9,kundenretoure
RT-2026-5149,2026-04-16,freigegeben,eingegangen,AB-2026-13680,Amazon,K-19573,Rechnungskauf,TEE-OVS-XS-NAV,T-Shirt Oversized,XS,Navy,1,Zu klein,Gutschrift,34.9,kundenretoure
RT-2026-5150,2026-03-17,freigegeben,eingegangen,AB-2026-13682,Amazon,K-12723,Vorkasse,HOOD-CL-S-NAV,Hoodie Classic,S,Navy,1,Gefaellt nicht,Gutschrift,69.9,kundenretoure
RT-2026-5151,2026-05-30,freigegeben,eingegangen,AB-2026-13686,Amazon,K-13855,Rechnungskauf,HOOD-CL-L-WEI,Hoodie Classic,L,Weiss,1,Zu klein,Gutschrift,69.9,kundenretoure
RT-2026-5152,2026-03-12,freigegeben,eingegangen,AB-2026-13689,Eigener Shop,K-15348,PayPal,TEE-OVS-XL-SCH,T-Shirt Oversized,XL,Schwarz,1,Mangelhafte Qualitaet,Gutschrift,34.9,kundenretoure
RT-2026-5153,2026-05-28,freigegeben,eingegangen,AB-2026-13692,Eigener Shop,K-14156,PayPal,KLEID-PR-XS-NAV,Sommerkleid Print,XS,Navy,1,Beschaedigt angekommen,Ersatzlieferung,79.9,kundenretoure
RT-2026-5154,2026-06-21,freigegeben,eingegangen,AB-2026-13694,Eigener Shop,K-14347,Rechnungskauf,TEE-OVS-M-SCH,T-Shirt Oversized,M,Schwarz,1,Zu gross,Gutschrift,34.9,kundenretoure
RT-2026-5155,2026-03-31,freigegeben,eingegangen,AB-2026-13696,Amazon,K-13692,Kreditkarte,SOCK-3P-XS-SCH,Sneaker Socken 3er-Pack,XS,Schwarz,1,Entspricht nicht dem Foto,Gutschrift,19.9,kundenretoure
RT-2026-5156,2026-04-20,freigegeben,eingegangen,AB-2026-13702,Amazon,K-13053,Rechnungskauf,HOOD-ZP-M-WEI,Zip-Hoodie Heavy,M,Weiss,1,Beschaedigt angekommen,Ersatzlieferung,89.9,kundenretoure
RT-2026-5157,2026-03-18,freigegeben,eingegangen,AB-2026-13713,Eigener Shop,K-19599,PayPal,HOOD-CL-XL-NAV,Hoodie Classic,XL,Navy,1,Zu klein,Gutschrift,69.9,kundenretoure
RT-2026-5158,2026-04-11,freigegeben,eingegangen,AB-2026-13714,Eigener Shop,K-18214,Rechnungskauf,KLEID-PR-XL-OLI,Sommerkleid Print,XL,Oliv,1,Zu klein,Gutschrift,79.9,kundenretoure
RT-2026-5159,2026-02-18,freigegeben,eingegangen,AB-2026-13717,Eigener Shop,K-16122,PayPal,TEE-OVS-XL-SCH,T-Shirt Oversized,XL,Schwarz,1,Gefaellt nicht,Gutschrift,34.9,kundenretoure
RT-2026-5160,2026-08-07,freigegeben,eingegangen,AB-2026-13722,Eigener Shop,K-14511,PayPal,TEE-BAS-L-SCH,T-Shirt Basic,L,Schwarz,1,Gefaellt nicht,Gutschrift,29.9,kundenretoure
RT-2026-5161,2026-05-21,freigegeben,eingegangen,AB-2026-13726,Eigener Shop,K-18148,PayPal,CAP-LG-S-WEI,Cap Logo,S,Weiss,1,Beschaedigt angekommen,Ersatzlieferung,24.9,kundenretoure
RT-2026-5162,2026-06-20,freigegeben,eingegangen,AB-2026-13730,Eigener Shop,K-14136,Vorkasse,TEE-OVS-M-OLI,T-Shirt Oversized,M,Oliv,1,Zu klein,Gutschrift,34.9,kundenretoure
RT-2026-5163,2026-07-22,freigegeben,eingegangen,AB-2026-13740,Eigener Shop,K-18028,Vorkasse,KLEID-PR-XS-NAV,Sommerkleid Print,XS,Navy,1,Entspricht nicht dem Foto,Gutschrift,79.9,kundenretoure
RT-2026-5164,2026-02-11,freigegeben,eingegangen,AB-2026-13743,Eigener Shop,K-10554,PayPal,JOG-CL-S-SCH,Jogger Classic,S,Schwarz,1,Nicht mehr benoetigt,Gutschrift,64.9,kundenretoure
RT-2026-5165,2026-02-15,freigegeben,eingegangen,AB-2026-13748,Eigener Shop,K-10242,Rechnungskauf,KLEID-PR-XL-SCH,Sommerkleid Print,XL,Schwarz,1,Zu gross,Gutschrift,79.9,kundenretoure
RT-2026-5166,2026-04-26,freigegeben,eingegangen,AB-2026-13752,Zalando,K-16719,Rechnungskauf,SOCK-3P-XL-OLI,Sneaker Socken 3er-Pack,XL,Oliv,1,,Sonstiges,19.9,nicht_abgeholt
RT-2026-5167,2026-03-02,freigegeben,eingegangen,AB-2026-13755,Amazon,K-15516,Vorkasse,TEE-BAS-L-SCH,T-Shirt Basic,L,Schwarz,1,Zu gross,Gutschrift,29.9,kundenretoure
RT-2026-5168,2026-06-27,freigegeben,eingegangen,AB-2026-13763,Eigener Shop,K-10442,PayPal,KLEID-PR-XL-WEI,Sommerkleid Print,XL,Weiss,1,Entspricht nicht dem Foto,Gutschrift,79.9,kundenretoure
RT-2026-5169,2026-06-16,freigegeben,eingegangen,AB-2026-13763,Eigener Shop,K-10442,PayPal,KLEID-PR-M-WEI,Sommerkleid Print,M,Weiss,1,Gefaellt nicht,Gutschrift,79.9,kundenretoure
RT-2026-5170,2026-07-17,freigegeben,eingegangen,AB-2026-13765,Amazon,K-19416,PayPal,JOG-CL-L-WEI,Jogger Classic,L,Weiss,1,Zu klein,Gutschrift,64.9,kundenretoure
RT-2026-5171,2026-05-15,freigegeben,eingegangen,AB-2026-13768,Eigener Shop,K-15242,PayPal,TEE-BAS-XS-WEI,T-Shirt Basic,XS,Weiss,1,Gefaellt nicht,Gutschrift,29.9,kundenretoure
RT-2026-5172,2026-01-24,freigegeben,eingegangen,AB-2026-13771,Zalando,K-15419,Kreditkarte,TEE-OVS-S-SCH,T-Shirt Oversized,S,Schwarz,1,Gefaellt nicht,Gutschrift,34.9,kundenretoure
